title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,page_count,genres,description,source,combined_text,cluster
Starting an Online Business For Dummies,Starting an Online Business For Dummies,Greg Holden,0.0,0,https://covers.openlibrary.org/b/id/8515008-L.jpg,https://openlibrary.org/works/OL19548279W,456,"Electronic commerce, Computer networks, New business enterprises, Web site development",No description available.,open_library_api,"Electronic commerce, Computer networks, New business enterprises, Web site development Electronic commerce, Computer networks, New business enterprises, Web site development No description available.",9
Spring: Microservices with Spring Boot: Build and deploy microservices with Spring Boot,Spring: Microservices with Spring Boot: Build and deploy microservices with Spring Boot,Ranga Rao Karanam,0.0,0,https://covers.openlibrary.org/b/id/8508397-L.jpg,https://openlibrary.org/works/OL19542398W,140,"Application software, development, Java (computer program language), Web site development",No description available.,open_library_api,"Application software, development, Java (computer program language), Web site development Application software, development, Java (computer program language), Web site development No description available.",9
BASIC,BASIC,Robert J. Bent,0.0,0,https://covers.openlibrary.org/b/id/4665210-L.jpg,https://openlibrary.org/works/OL3517771W,384,"BASIC (Computer program language), Programming, Apple computer, Programming languages, Programming Languages - General",No description available.,open_library_api,"BASIC (Computer program language), Programming, Apple computer, Programming languages, Programming Languages - General BASIC (Computer program language), Programming, Apple computer, Programming languages, Programming Languages - General No description available.",9
WordPress Web Design For Dummies,WordPress Web Design For Dummies,Lisa Sabin-Wilson,0.0,0,https://covers.openlibrary.org/b/id/8514582-L.jpg,https://openlibrary.org/works/OL19547931W,384,"Authoring programs, Web sites, Design, WordPress (Electronic resource), Web site development","Learn to create a custom site with e-commerce, social media, and more. No longer just a blogging tool, WordPress has secret powers that enable you in include photo and video galleries, client testimonials, integration with Facebook and Twitter, and a whole lot more!",open_library_api,"Authoring programs, Web sites, Design, WordPress (Electronic resource), Web site development Authoring programs, Web sites, Design, WordPress (Electronic resource), Web site development Learn to create a custom site with e-commerce, social media, and more. No longer just a blogging tool, WordPress has secret powers that enable you in include photo and video galleries, client testimonials, integration with Facebook and Twitter, and a whole lot more!",9
Articulating Design Decisions,Articulating Design Decisions,Tom Greever,0.0,0,https://covers.openlibrary.org/b/id/8253809-L.jpg,https://openlibrary.org/works/OL17926245W,278,"design, leadership, career development, User-centered system design, Business communication",No description available.,open_library_api,"design, leadership, career development, User-centered system design, Business communication design, leadership, career development, User-centered system design, Business communication No description available.",9
Fundamentals of Software Engineering,Fundamentals of Software Engineering,Rajib Mall,0.0,0,https://covers.openlibrary.org/b/id/4884220-L.jpg,https://openlibrary.org/works/OL9081528W,410,"Software engineering, Génie logiciel",No description available.,open_library_api,"Software engineering, Génie logiciel Software engineering, Génie logiciel No description available.",9
Software project management,Software project management,Bob Hughes,0.0,0,https://covers.openlibrary.org/b/id/8720847-L.jpg,https://openlibrary.org/works/OL12422165W,392,"Software engineering, Project management",No description available.,open_library_api,"Software engineering, Project management Software engineering, Project management No description available.",9
Website Design and Development,Website Design and Development,George Plumley,0.0,0,https://covers.openlibrary.org/b/id/8733991-L.jpg,https://openlibrary.org/works/OL16944749W,360,"Web site development, Web sites, Design, Web sites, design","Covers the details of creating a Web site, with information on finding a host, creating content, design and layout, marketing, and security.",open_library_api,"Web site development, Web sites, Design, Web sites, design Web site development, Web sites, Design, Web sites, design Covers the details of creating a Web site, with information on finding a host, creating content, design and layout, marketing, and security.",9
Java software solutions,Java software solutions,"Lewis, John",0.0,0,https://covers.openlibrary.org/b/id/135371-L.jpg,https://openlibrary.org/works/OL94732W,832,"Java (Computer program language), Object-oriented programming (Computer science), Electronic data processing, study and teaching, Java (Programmiersprache), Softwareentwicklung","'Java Software Solutions', fourth edition, takes full advantage of the Java 5. 0 release in a way that is appropriate for those just learning to write high quality programs. This new edition has an earlier evolution of object concepts, developed in a waythat capitalizes on the power of objects without overwhelming beginning programmers.",open_library_api,"Java (Computer program language), Object-oriented programming (Computer science), Electronic data processing, study and teaching, Java (Programmiersprache), Softwareentwicklung Java (Computer program language), Object-oriented programming (Computer science), Electronic data processing, study and teaching, Java (Programmiersprache), Softwareentwicklung 'Java Software Solutions', fourth edition, takes full advantage of the Java 5. 0 release in a way that is appropriate for those just learning to write high quality programs. This new edition has an earlier evolution of object concepts, developed in a waythat capitalizes on the power of objects without overwhelming beginning programmers.",3
Agile management for software engineering,Agile management for software engineering,David J Anderson,0.0,0,https://covers.openlibrary.org/b/id/87123-L.jpg,https://openlibrary.org/works/OL10429145W,336,"Agile software development, Management, Software engineering, Computer programming, Computer software",No description available.,open_library_api,"Agile software development, Management, Software engineering, Computer programming, Computer software Agile software development, Management, Software engineering, Computer programming, Computer software No description available.",9
Software metrics,Software metrics,Norman E. Fenton,0.0,0,https://covers.openlibrary.org/b/id/4866680-L.jpg,https://openlibrary.org/works/OL2834101W,618,"Evaluation, Computer software, Software measurement, Software engineering, General",No description available.,open_library_api,"Evaluation, Computer software, Software measurement, Software engineering, General Evaluation, Computer software, Software measurement, Software engineering, General No description available.",3
Software Craftsmanship,Software Craftsmanship,Pete McBreen,0.0,0,https://covers.openlibrary.org/b/id/136075-L.jpg,https://openlibrary.org/works/OL8021839W,198,"Development, Computer software, Computer software, development",No description available.,open_library_api,"Development, Computer software, Computer software, development Development, Computer software, Computer software, development No description available.",9
The Book of JavaScript,The Book of JavaScript,Dave Thau,0.0,0,https://covers.openlibrary.org/b/id/933814-L.jpg,https://openlibrary.org/works/OL8904470W,447,"JavaScript (Computer program language), Java (computer program language), Javascript (computer program language)",No description available.,open_library_api,"JavaScript (Computer program language), Java (computer program language), Javascript (computer program language) JavaScript (Computer program language), Java (computer program language), Javascript (computer program language) No description available.",2
Programming JavaScript Applications,Programming JavaScript Applications,Eric Elliott,0.0,0,https://images.unsplash.com/photo-1543002588-bfa74002ed7e?q=80&w=300&auto=format&fit=crop,https://openlibrary.org/works/OL27069471W,437,Javascript (computer program language),No description available.,open_library_api,Javascript (computer program language) Javascript (computer program language) No description available.,2
Head First Java Script Programming,Head First Java Script Programming,Eric Freeman,0.0,0,https://covers.openlibrary.org/b/id/12772880-L.jpg,https://openlibrary.org/works/OL17357760W,704,"JavaScript (Computer program language), Javascript (computer program language), Html (document markup language), Internet programming, Web site development",No description available.,open_library_api,"JavaScript (Computer program language), Javascript (computer program language), Html (document markup language), Internet programming, Web site development JavaScript (Computer program language), Javascript (computer program language), Html (document markup language), Internet programming, Web site development No description available.",3
Java Script Introductory Concepts and Techniques,Java Script Introductory Concepts and Techniques,Gary B. Shelly,0.0,0,https://covers.openlibrary.org/b/id/12960894-L.jpg,https://openlibrary.org/works/OL758276W,208,"JavaScript (Computer program language), JavaScript (Langage de programmation)",No description available.,open_library_api,"JavaScript (Computer program language), JavaScript (Langage de programmation) JavaScript (Computer program language), JavaScript (Langage de programmation) No description available.",2
JavaScript - Comprehensive,JavaScript - Comprehensive,Gosselin,0.0,0,https://covers.openlibrary.org/b/id/395272-L.jpg,https://openlibrary.org/works/OL8220568W,720,"JavaScript, JavaScript (Computer program language)",No description available.,open_library_api,"JavaScript, JavaScript (Computer program language) JavaScript, JavaScript (Computer program language) No description available.",2
Android application development all-in-one for dummies,Android application development all-in-one for dummies,Barry Burd,0.0,0,https://covers.openlibrary.org/b/id/12525402-L.jpg,https://openlibrary.org/works/OL20011293W,760,"Development, Smartphones, Design, Application software, Mobile computing","Android is everywhere, and Burd shows you how to get your piece of the action. This all-in-one guide to creating great apps for this booming market takes you from groundwork through the essentials common to every app, to actually marketing your apps and learning advanced techniques involving C and C++.",open_library_api,"Development, Smartphones, Design, Application software, Mobile computing Development, Smartphones, Design, Application software, Mobile computing Android is everywhere, and Burd shows you how to get your piece of the action. This all-in-one guide to creating great apps for this booming market takes you from groundwork through the essentials common to every app, to actually marketing your apps and learning advanced techniques involving C and C++.",3
Producing Open Source Software,Producing Open Source Software,Karl Fogel,0.0,0,https://covers.openlibrary.org/b/id/388989-L.jpg,https://openlibrary.org/works/OL8167441W,291,"Computer software, Development, Open source software, Computer software, development",No description available.,open_library_api,"Computer software, Development, Open source software, Computer software, development Computer software, Development, Open source software, Computer software, development No description available.",9
Starting out with Python,Starting out with Python,Tony Gaddis,0.0,0,https://covers.openlibrary.org/b/id/2384057-L.jpg,https://openlibrary.org/works/OL5825093W,482,"Python (Computer program language), Python (computer program language)",No description available.,open_library_api,"Python (Computer program language), Python (computer program language) Python (Computer program language), Python (computer program language) No description available.",9
Intro to Python for Computer Science and Data Science,Intro to Python for Computer Science and Data Science,Paul J. Deitel,0.0,0,https://covers.openlibrary.org/b/id/15112914-L.jpg,https://openlibrary.org/works/OL19541895W,880,Python (computer program language),No description available.,open_library_api,Python (computer program language) Python (computer program language) No description available.,3
Beginning Python,Beginning Python,James R. Payne,0.0,0,https://covers.openlibrary.org/b/id/6438264-L.jpg,https://openlibrary.org/works/OL15181426W,624,"Computer Technology, Nonfiction, Python (computer program language), Python (Langage de programmation), COMPUTERS","Beginning Python: Using Python 2.6 and Python 3.1 introduces this open source, portable, interpreted, object-oriented programming language that combines remarkable power with clear syntax. This book enables you to quickly create robust, reliable, and reusable Python applications by teaching the basics so you can quickly develop Web and scientific applications, incorporate databases, and master systems tasks on various operating systems, including Linux, MAC OS, and Windows. You'll get a comprehensive tutorial that guides you from writing simple, basic Python scripts all the way through complex concepts, and also features a reference of the standard modules with examples illustrating how to implement features in the various modules. Plus, the book covers using Python in specific program development domains, such as XML, databases, scientific applications, network programming, and Web development.",open_library_api,"Computer Technology, Nonfiction, Python (computer program language), Python (Langage de programmation), COMPUTERS Computer Technology, Nonfiction, Python (computer program language), Python (Langage de programmation), COMPUTERS Beginning Python: Using Python 2.6 and Python 3.1 introduces this open source, portable, interpreted, object-oriented programming language that combines remarkable power with clear syntax. This book enables you to quickly create robust, reliable, and reusable Python applications by teaching the basics so you can quickly develop Web and scientific applications, incorporate databases, and master systems tasks on various operating systems, including Linux, MAC OS, and Windows. You'll get a comprehensive tutorial that guides you from writing simple, basic Python scripts all the way through complex concepts, and also features a reference of the standard modules with examples illustrating how to implement features in the various modules. Plus, the book covers using Python in specific program development domains, such as XML, databases, scientific applications, network programming, and Web development.",3
Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaw's Hard Way Series),Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaw's Hard Way Series),Zed Shaw,0.0,0,https://covers.openlibrary.org/b/id/8510064-L.jpg,https://openlibrary.org/works/OL19543605W,236,"Python (Computer program language), Problems, exercises, Computer programming, Python (computer program language), MATHEMATICS / General",No description available.,open_library_api,"Python (Computer program language), Problems, exercises, Computer programming, Python (computer program language), MATHEMATICS / General Python (Computer program language), Problems, exercises, Computer programming, Python (computer program language), MATHEMATICS / General No description available.",9
Learning Patterns,Learning Patterns,Lydia Hallie,0.0,0,https://covers.openlibrary.org/b/id/12458319-L.jpg,https://openlibrary.org/works/OL26438149W,434,"JavaScript, Programming, Design patterns, Architecture, React",No description available.,open_library_api,"JavaScript, Programming, Design patterns, Architecture, React JavaScript, Programming, Design patterns, Architecture, React No description available.",9
"JavaScript, ¡inspírate!","JavaScript, ¡inspírate!",Ulises Gascón González,0.0,0,https://covers.openlibrary.org/b/id/8771605-L.jpg,https://openlibrary.org/works/OL20112262W,139,"Computer science, programming languages, JavaScript","Un libro de programación sencillo y divertido que nos muestra como programar en JavaScript, desde pseudocódigo hasta las peticiones AJAX.",open_library_api,"Computer science, programming languages, JavaScript Computer science, programming languages, JavaScript Un libro de programación sencillo y divertido que nos muestra como programar en JavaScript, desde pseudocódigo hasta las peticiones AJAX.",2
Python All-in-One For Dummies,Python All-in-One For Dummies,John Shovic,0.0,0,https://covers.openlibrary.org/b/id/9171103-L.jpg,https://openlibrary.org/works/OL20520768W,712,Python (computer program language),No description available.,open_library_api,Python (computer program language) Python (computer program language) No description available.,3
Python programming,Python programming,John M. Zelle,0.0,0,https://covers.openlibrary.org/b/id/935554-L.jpg,https://openlibrary.org/works/OL6037340W,528,Python (Computer program language),No description available.,open_library_api,Python (Computer program language) Python (Computer program language) No description available.,9
Engineering Software Products,Engineering Software Products,Ian Sommerville,0.0,0,https://covers.openlibrary.org/b/id/10171296-L.jpg,https://openlibrary.org/works/OL20857243W,432,"Software engineering, Computer software, development",No description available.,open_library_api,"Software engineering, Computer software, development Software engineering, Computer software, development No description available.",9
GitHub for Dummies,GitHub for Dummies,Sarah Guthals,0.0,0,https://covers.openlibrary.org/b/id/9171110-L.jpg,https://openlibrary.org/works/OL20520775W,368,"GitHub, Software development, Git, Computer software, development, Open source software","Once you've learned the basics of coding the next step is to start sharing your expertise, learning from other coding pros, or working as a collaborative member of development teams. GitHub is the go-to community for facilitating coding collaboration, and *GitHub for Dummies* is the next step on your journey as a developer. Written by a GitHub engineer, this book is packed with insight on how GitHub works and how you can use it to become a more effective, efficient, and valuable member of any collaborative programming team.",open_library_api,"GitHub, Software development, Git, Computer software, development, Open source software GitHub, Software development, Git, Computer software, development, Open source software Once you've learned the basics of coding the next step is to start sharing your expertise, learning from other coding pros, or working as a collaborative member of development teams. GitHub is the go-to community for facilitating coding collaboration, and *GitHub for Dummies* is the next step on your journey as a developer. Written by a GitHub engineer, this book is packed with insight on how GitHub works and how you can use it to become a more effective, efficient, and valuable member of any collaborative programming team.",9
Threat modeling,Threat modeling,Adam Shostack,0.0,0,https://covers.openlibrary.org/b/id/10643659-L.jpg,https://openlibrary.org/works/OL19978521W,624,"Development, Computer networks, Security measures, Computer security, Computer software","""Adam Shostack is responsible for security development lifecycle threat modeling at Microsoft and is one of a handful of threat modeling experts in the world. Now, he is sharing his considerable expertise into this unique book. With pages of specific actionable advice, he details how to build better security into the design of systems, software, or services from the outset. You'll explore various threat modeling approaches, find out how to test your designs against threats, and learn effective ways to address threats that have been validated at Microsoft and other top companies.""--",open_library_api,"Development, Computer networks, Security measures, Computer security, Computer software Development, Computer networks, Security measures, Computer security, Computer software ""Adam Shostack is responsible for security development lifecycle threat modeling at Microsoft and is one of a handful of threat modeling experts in the world. Now, he is sharing his considerable expertise into this unique book. With pages of specific actionable advice, he details how to build better security into the design of systems, software, or services from the outset. You'll explore various threat modeling approaches, find out how to test your designs against threats, and learn effective ways to address threats that have been validated at Microsoft and other top companies.""--",3
Sams teach yourself JavaScript 1.3 in 24 hours,Sams teach yourself JavaScript 1.3 in 24 hours,Michael G. Moncur,0.0,0,https://covers.openlibrary.org/b/id/410413-L.jpg,https://openlibrary.org/works/OL53613W,328,"JavaScript (Computer program language), World Wide Web, Javascript (computer program language), JavaScript (Langage de programmation), COMPUTERS",No description available.,open_library_api,"JavaScript (Computer program language), World Wide Web, Javascript (computer program language), JavaScript (Langage de programmation), COMPUTERS JavaScript (Computer program language), World Wide Web, Javascript (computer program language), JavaScript (Langage de programmation), COMPUTERS No description available.",2
JavaScript for Absolute Beginners,JavaScript for Absolute Beginners,Terry McNavage,0.0,0,https://covers.openlibrary.org/b/id/8680285-L.jpg,https://openlibrary.org/works/OL16929785W,504,"Computer science, Handbooks, manuals, JavaScript (Computer program language), Javascript (computer program language)",No description available.,open_library_api,"Computer science, Handbooks, manuals, JavaScript (Computer program language), Javascript (computer program language) Computer science, Handbooks, manuals, JavaScript (Computer program language), Javascript (computer program language) No description available.",2
JavaScript for dummies quick reference,JavaScript for dummies quick reference,Emily A. Vander Veer,0.0,0,https://covers.openlibrary.org/b/id/520132-L.jpg,https://openlibrary.org/works/OL2765865W,224,"World Wide Web, JavaScript (Computer program language), Javascript (computer program language), World wide web",No description available.,open_library_api,"World Wide Web, JavaScript (Computer program language), Javascript (computer program language), World wide web World Wide Web, JavaScript (Computer program language), Javascript (computer program language), World wide web No description available.",2
Pro JavaScript Techniques,Pro JavaScript Techniques,John Paxton,0.0,0,https://covers.openlibrary.org/b/id/7892888-L.jpg,https://openlibrary.org/works/OL17608068W,204,"JavaScript (Computer program language), Javascript (computer program language)",No description available.,open_library_api,"JavaScript (Computer program language), Javascript (computer program language) JavaScript (Computer program language), Javascript (computer program language) No description available.",2
Javascript The Complete Reference,Javascript The Complete Reference,Thomas Powell,0.0,0,https://covers.openlibrary.org/b/id/7690800-L.jpg,https://openlibrary.org/works/OL17494504W,437,JavaScript (Computer program language),No description available.,open_library_api,JavaScript (Computer program language) JavaScript (Computer program language) No description available.,2
Next.js Quick Start Guide: Server-side rendering done right,Next.js Quick Start Guide: Server-side rendering done right,Kirill Konshin,0.0,0,https://covers.openlibrary.org/b/id/8511342-L.jpg,https://openlibrary.org/works/OL19545090W,164,"Javascript (computer program language), Application software, development",No description available.,open_library_api,"Javascript (computer program language), Application software, development Javascript (computer program language), Application software, development No description available.",2
Professional NodeJs,Professional NodeJs,Pedro Teixeira,0.0,0,https://covers.openlibrary.org/b/id/7802711-L.jpg,https://openlibrary.org/works/OL17550544W,408,"Node.js, Internet programming, Javascript (computer program language), Scripting languages",No description available.,open_library_api,"Node.js, Internet programming, Javascript (computer program language), Scripting languages Node.js, Internet programming, Javascript (computer program language), Scripting languages No description available.",2
"Beginning HTML, XHTML, CSS, and JavaScript","Beginning HTML, XHTML, CSS, and JavaScript",Jon Duckett,0.0,0,https://covers.openlibrary.org/b/id/6448175-L.jpg,https://openlibrary.org/works/OL15191421W,849,"Computer Technology, Nonfiction, Html (document markup language), Javascript (computer program language), Xhtml (document markup language)","An essential update to the key web authoring standards of HTML, XHTML, and CSSThe existence of Web pages depends on three vital technologies: HTML (base language that Web pages are written in), XHTML (standards that define how to write HTML pages), and CSS (standard that applies formatting styles to Web pages). This new edition provides you with critical coverage of these three Web authoring standards, and places special focus on the upcoming releases of HTML 5 and CSS 3.Serving as a tutorial and reference, this comprehensive resource explains the basic structure and necessary formatting to create a static (non-changing) and dynamic (changing) page on the Internet.Coverage includes:Creating Content with HTMLMarkup LanguagesHTML Values and UnitsWhat Goes into a Web Document?The HEAD ElementsText Structuring EssentialsCharacter Formatting EssentialsLists, Links, Tables, Frames, and FormsMultimediaDynamic HTMLHTML Tools and VariantsWeb Development SoftwarePublishing Your SiteAn Introduction To XMLCreating Mobile DocumentsTidying and Validating Your DocumentsControlling Presentation with CSSStyle DefinitionsCSS Values and UnitsCSS Inheritance and CascadeFont PropertiesText FormattingPadding, Margins, and BordersColors and BackgroundsCSS LayoutsPseudo-Elements and Generated ContentDynamic HTML with CSSMedia Styles and Defining Documents for PrintingThe Future of CSS: CSS3User Interface StylesTesting and Validating CSSHTML, XHTML, and CSS Tips and TricksHelpful examples round out this essential guide and will get you up and running with HTML, XHMTL, and CSS in no time!Note: CD-ROM/DVD and other supplementary materials are not included as part of eBook file.Note: CD-ROM/DVD and other supplementary materials are not included.",open_library_api,"Computer Technology, Nonfiction, Html (document markup language), Javascript (computer program language), Xhtml (document markup language) Computer Technology, Nonfiction, Html (document markup language), Javascript (computer program language), Xhtml (document markup language) An essential update to the key web authoring standards of HTML, XHTML, and CSSThe existence of Web pages depends on three vital technologies: HTML (base language that Web pages are written in), XHTML (standards that define how to write HTML pages), and CSS (standard that applies formatting styles to Web pages). This new edition provides you with critical coverage of these three Web authoring standards, and places special focus on the upcoming releases of HTML 5 and CSS 3.Serving as a tutorial and reference, this comprehensive resource explains the basic structure and necessary formatting to create a static (non-changing) and dynamic (changing) page on the Internet.Coverage includes:Creating Content with HTMLMarkup LanguagesHTML Values and UnitsWhat Goes into a Web Document?The HEAD ElementsText Structuring EssentialsCharacter Formatting EssentialsLists, Links, Tables, Frames, and FormsMultimediaDynamic HTMLHTML Tools and VariantsWeb Development SoftwarePublishing Your SiteAn Introduction To XMLCreating Mobile DocumentsTidying and Validating Your DocumentsControlling Presentation with CSSStyle DefinitionsCSS Values and UnitsCSS Inheritance and CascadeFont PropertiesText FormattingPadding, Margins, and BordersColors and BackgroundsCSS LayoutsPseudo-Elements and Generated ContentDynamic HTML with CSSMedia Styles and Defining Documents for PrintingThe Future of CSS: CSS3User Interface StylesTesting and Validating CSSHTML, XHTML, and CSS Tips and TricksHelpful examples round out this essential guide and will get you up and running with HTML, XHMTL, and CSS in no time!Note: CD-ROM/DVD and other supplementary materials are not included as part of eBook file.Note: CD-ROM/DVD and other supplementary materials are not included.",3
Learning React Native: Building Native Mobile Apps with JavaScript,Learning React Native: Building Native Mobile Apps with JavaScript,Bonnie Eisenman,0.0,0,https://covers.openlibrary.org/b/id/8508886-L.jpg,https://openlibrary.org/works/OL19542865W,242,"Mobile apps, JavaScript (Computer program language), Javascript (computer program language), Application software",No description available.,open_library_api,"Mobile apps, JavaScript (Computer program language), Javascript (computer program language), Application software Mobile apps, JavaScript (Computer program language), Javascript (computer program language), Application software No description available.",2
"Murach's JavaScript, 2nd Edition","Murach's JavaScript, 2nd Edition",Mary Delamater,0.0,0,https://covers.openlibrary.org/b/id/8965687-L.jpg,https://openlibrary.org/works/OL20305751W,630,"JavaScript (Computer program language), JavaScript, Websites, Javascript (computer program language)",No description available.,open_library_api,"JavaScript (Computer program language), JavaScript, Websites, Javascript (computer program language) JavaScript (Computer program language), JavaScript, Websites, Javascript (computer program language) No description available.",2
JavaScript for Sound Artists,JavaScript for Sound Artists,William Turner,0.0,0,https://covers.openlibrary.org/b/id/13652347-L.jpg,https://openlibrary.org/works/OL21316007W,242,"Computer sound processing, Javascript (computer program language), Webcasting, JavaScript (Computer program language), Son",No description available.,open_library_api,"Computer sound processing, Javascript (computer program language), Webcasting, JavaScript (Computer program language), Son Computer sound processing, Javascript (computer program language), Webcasting, JavaScript (Computer program language), Son No description available.",2
Node.js Design Patterns - Second Edition: Master best practices to build modular and scalable server-side web applications,Node.js Design Patterns - Second Edition: Master best practices to build modular and scalable server-side web applications,Mario Casciaro,0.0,0,https://covers.openlibrary.org/b/id/8512794-L.jpg,https://openlibrary.org/works/OL19546739W,526,Javascript (computer program language),No description available.,open_library_api,Javascript (computer program language) Javascript (computer program language) No description available.,2
Mastering React Native,Mastering React Native,Eric Masiello,0.0,0,https://covers.openlibrary.org/b/id/8512284-L.jpg,https://openlibrary.org/works/OL19546186W,496,Javascript (computer program language),No description available.,open_library_api,Javascript (computer program language) Javascript (computer program language) No description available.,2
"Node.js Web Development: Create real-time server-side applications with this practical, step-by-step guide, 3rd Edition","Node.js Web Development: Create real-time server-side applications with this practical, step-by-step guide, 3rd Edition",David Herron,0.0,0,https://covers.openlibrary.org/b/id/8511954-L.jpg,https://openlibrary.org/works/OL19545796W,376,"JavaScript (Computer program language), Web site development, JavaScript (Langage de programmation), Sites Web, Développement",No description available.,open_library_api,"JavaScript (Computer program language), Web site development, JavaScript (Langage de programmation), Sites Web, Développement JavaScript (Computer program language), Web site development, JavaScript (Langage de programmation), Sites Web, Développement No description available.",2
A Smarter Way to Learn JavaScript. The new tech-assisted approach that requires half the effort,A Smarter Way to Learn JavaScript. The new tech-assisted approach that requires half the effort,Mark Myers,0.0,0,https://covers.openlibrary.org/b/id/8513204-L.jpg,https://openlibrary.org/works/OL19547098W,254,"World Wide Web, Web site development, Web servers, JavaScript (Computer program language)",No description available.,open_library_api,"World Wide Web, Web site development, Web servers, JavaScript (Computer program language) World Wide Web, Web site development, Web servers, JavaScript (Computer program language) No description available.",9
"MERN Quick Start Guide: Build web applications with MongoDB, Express.js, React, and Node","MERN Quick Start Guide: Build web applications with MongoDB, Express.js, React, and Node",Eddy Wilson Iriarte Koroliova,0.0,0,https://covers.openlibrary.org/b/id/8508792-L.jpg,https://openlibrary.org/works/OL19542767W,302,"Application software, development, Javascript (computer program language)",No description available.,open_library_api,"Application software, development, Javascript (computer program language) Application software, development, Javascript (computer program language) No description available.",2
Advanced JavaScript,Advanced JavaScript,Dan Livingston,0.0,0,https://covers.openlibrary.org/b/id/83421-L.jpg,https://openlibrary.org/works/OL5956364W,592,JavaScript (Computer program language),No description available.,open_library_api,JavaScript (Computer program language) JavaScript (Computer program language) No description available.,2
Mastering JavaScript,Mastering JavaScript,Jamie Jaworski,0.0,0,https://covers.openlibrary.org/b/id/1462809-L.jpg,https://openlibrary.org/works/OL511484W,1085,"Internet, JavaScript (Computer program language), Netscape Communicator",No description available.,open_library_api,"Internet, JavaScript (Computer program language), Netscape Communicator Internet, JavaScript (Computer program language), Netscape Communicator No description available.",7
"Aprender HTML5, CSS3 y Javascript con 100 ejercicios prácticos","Aprender HTML5, CSS3 y Javascript con 100 ejercicios prácticos",Media Active,0.0,0,https://covers.openlibrary.org/b/id/12629885-L.jpg,https://openlibrary.org/works/OL27297959W,213,"HTML (Lenguaje de marcas), Hojas de estilo en cascada, JavaScript (lenguaje de programación), JavaScript (Lenguaje de programación)",No description available.,open_library_api,"HTML (Lenguaje de marcas), Hojas de estilo en cascada, JavaScript (lenguaje de programación), JavaScript (Lenguaje de programación) HTML (Lenguaje de marcas), Hojas de estilo en cascada, JavaScript (lenguaje de programación), JavaScript (Lenguaje de programación) No description available.",9
Maintainable JavaScript,Maintainable JavaScript,Nicholas C. Zakas,0.0,0,https://covers.openlibrary.org/b/id/7268394-L.jpg,https://openlibrary.org/works/OL16810512W,242,"JavaScript (Computer program language), Javascript (computer program language)",No description available.,open_library_api,"JavaScript (Computer program language), Javascript (computer program language) JavaScript (Computer program language), Javascript (computer program language) No description available.",2
Succeeding with agile,Succeeding with agile,Mike Cohn,0.0,0,https://covers.openlibrary.org/b/id/6307835-L.jpg,https://openlibrary.org/works/OL15326685W,475,"Agile software development, Scrum (Computer software development), Computer software, development, Scrum (computer software development)",No description available.,open_library_api,"Agile software development, Scrum (Computer software development), Computer software, development, Scrum (computer software development) Agile software development, Scrum (Computer software development), Computer software, development, Scrum (computer software development) No description available.",9
Learning JavaScript,Learning JavaScript,Ethan Brown,0.0,0,https://covers.openlibrary.org/b/id/7443810-L.jpg,https://openlibrary.org/works/OL2771689W,335,"jQuery, node, JavaScript (Computer program language), JavaScript libraries, ECMAScript",A tour of ECMAScript 6.,open_library_api,"jQuery, node, JavaScript (Computer program language), JavaScript libraries, ECMAScript jQuery, node, JavaScript (Computer program language), JavaScript libraries, ECMAScript A tour of ECMAScript 6.",2
Vue.js in Action,Vue.js in Action,Erik Hanchett,0.0,0,https://covers.openlibrary.org/b/id/8507951-L.jpg,https://openlibrary.org/works/OL19542163W,340,"Programming, Vue.js (Javascript framework), Web applications, Web site development, JavaScript (Computer program language)",No description available.,open_library_api,"Programming, Vue.js (Javascript framework), Web applications, Web site development, JavaScript (Computer program language) Programming, Vue.js (Javascript framework), Web applications, Web site development, JavaScript (Computer program language) No description available.",2
Essentials of Software Engineering,Essentials of Software Engineering,Frank Tsui,0.0,0,https://covers.openlibrary.org/b/id/8514309-L.jpg,https://openlibrary.org/works/OL19547794W,331,Software engineering,No description available.,open_library_api,Software engineering Software engineering No description available.,9
You Don't Know JS Yet,You Don't Know JS Yet,Kyle Simpson,0.0,0,https://covers.openlibrary.org/b/id/12539693-L.jpg,https://openlibrary.org/works/OL27032590W,437,"JavaScript, programming, coding language",No description available.,open_library_api,"JavaScript, programming, coding language JavaScript, programming, coding language No description available.",2
"Introduction to Computation and Programming Using Python, third edition","Introduction to Computation and Programming Using Python, third edition",John V. Guttag,0.0,0,https://covers.openlibrary.org/b/id/10549695-L.jpg,https://openlibrary.org/works/OL24150725W,496,"Mathematics, Python (Computer program language), Textbooks, Computer programming",No description available.,open_library_api,"Mathematics, Python (Computer program language), Textbooks, Computer programming Mathematics, Python (Computer program language), Textbooks, Computer programming No description available.",9
Applied software architecture,Applied software architecture,Christine Hofmeister,0.0,0,https://covers.openlibrary.org/b/id/134384-L.jpg,https://openlibrary.org/works/OL19827381W,397,"Development, Software architecture, Computerarchitectuur, Programmatuurtechniek, Application software",No description available.,open_library_api,"Development, Software architecture, Computerarchitectuur, Programmatuurtechniek, Application software Development, Software architecture, Computerarchitectuur, Programmatuurtechniek, Application software No description available.",9
