title,raw_title,author,avg_rating,ratings_count,cover_url,details_url,page_count,genres,description,source
PHP for the World Wide Web,PHP for the World Wide Web,Larry Ullman,0.0,0,https://covers.openlibrary.org/b/id/8578103-L.jpg,https://openlibrary.org/works/OL5740521W,455,"World Wide Web, PHP, Internet, Information Technology, Internet languages",Teach yourself PHP the quick and easy way! This Visual QuickStart Guide uses pictures rather than lengthy explanations. You'll be up and running in no time!,open_library_api
Web Hosting For Dummies,Web Hosting For Dummies,Peter Pollock,0.0,0,https://covers.openlibrary.org/b/id/8515004-L.jpg,https://openlibrary.org/works/OL19548277W,360,"Web hosting, Web site development, Virtual reality, Web sites, design, Imaging systems",No description available.,open_library_api
Understanding web development,Understanding web development,Arlyn Hubbell,0.0,0,https://covers.openlibrary.org/b/id/9816765-L.jpg,https://openlibrary.org/works/OL7944421W,273,"Design, Web publishing, Web site development, Web sites, World Wide Web",No description available.,open_library_api
Web design for dummies,Web design for dummies,Lisa Lopuck,0.0,0,https://covers.openlibrary.org/b/id/11882932-L.jpg,https://openlibrary.org/works/OL19954603W,352,"Web sites, Design, Web site development, Web sites, design","Build your own eye-popping site design. Create a user-friendly site, design great graphics, and make updating easy. Whether you're designing a site on your own or are a member of a design team, this updated guide will be your best assistant.",open_library_api
The Basics of Web Design,The Basics of Web Design,Terry Felke-Morris,0.0,0,https://covers.openlibrary.org/b/id/10125525-L.jpg,https://openlibrary.org/works/OL15621102W,496,"Html (document markup language), Cascading style sheets, Web site development, Web sites, design",No description available.,open_library_api
Create your own website,Create your own website,Scott Mitchell,0.0,0,https://covers.openlibrary.org/b/id/8322855-L.jpg,https://openlibrary.org/works/OL11641515W,215,"Web sites, Design, Websites, Web site development, Web sites, design",No description available.,open_library_api
Learning React,Learning React,Alex Banks,0.0,0,https://covers.openlibrary.org/b/id/10282783-L.jpg,https://openlibrary.org/works/OL20915214W,330,"Engineering, Java (computer program language), Web site development, Web applications--computer programs, Qa76.9.u83","This book is for developers who want to learn the React library while learning the latest techniques currently emerging in the JavaScript language. This book does not assume any knowledge of React at all, but you will be better prepared for the contents of this book if you are comfortable with HTML, CSS, and JavaScript.",open_library_api
WordPress all-in-one for dummies,WordPress all-in-one for dummies,Lisa Sabin-Wilson,0.0,0,https://covers.openlibrary.org/b/id/8735593-L.jpg,https://openlibrary.org/works/OL16158839W,864,"Design, Computer programs, Weblogs, Blogs, Web sites","Provides information on using WordPress to create and maintain a blog, covering such topics as domains and hosts, plugins, themes, creating and managing content, multimedia, and security.",open_library_api
Web application architecture,Web application architecture,Leon Shklar,0.0,0,https://covers.openlibrary.org/b/id/305243-L.jpg,https://openlibrary.org/works/OL18764419W,440,"Development, Design, Application software, Software architecture, Web sites",No description available.,open_library_api
PHP cookbook,PHP cookbook,David Sklar,0.0,0,https://covers.openlibrary.org/b/id/805908-L.jpg,https://openlibrary.org/works/OL5759153W,810,"Algoritmen, PHP (Computer program language), Web sites, Internet programming, Design",No description available.,open_library_api
Web Design,Web Design,Jennifer T. Campbell,0.0,0,https://covers.openlibrary.org/b/id/10190261-L.jpg,https://openlibrary.org/works/OL20870682W,260,"Web sites, design, Design, Web sites, Web site development",No description available.,open_library_api
Building Scalable Web Sites,Building Scalable Web Sites,Cal Henderson,0.0,0,https://covers.openlibrary.org/b/id/389263-L.jpg,https://openlibrary.org/works/OL8167609W,348,"Web sites, Design, Web site development, Web sites, design","From the back cover: ""Learn the tricks of the trade so you can build and architect applications that scale quickly - without all the high-priced headaches and service-level agreements associated with enterprise app servers and proprietary programming and database products. Culled from the experience of the [flickr.com][1] lead developer, *Building Scalable Websites* offers techniques for creating fast sites that your users will enjoy.""


  [1]: http://flickr.com",open_library_api
Starting an Online Business For Dummies,Starting an Online Business For Dummies,Greg Holden,0.0,0,https://covers.openlibrary.org/b/id/8515008-L.jpg,https://openlibrary.org/works/OL19548279W,456,"Electronic commerce, Computer networks, New business enterprises, Web site development",No description available.,open_library_api
Content strategy for the Web,Content strategy for the Web,Kristina Halvorson,0.0,0,https://covers.openlibrary.org/b/id/6645380-L.jpg,https://openlibrary.org/works/OL18618506W,179,"Management, Web site development, Web sites, design",No description available.,open_library_api
Introduction to Computer Science Using Python: A Computational Problem-Solving Focus,Introduction to Computer Science Using Python: A Computational Problem-Solving Focus,Charles Dierbach,0.0,0,https://covers.openlibrary.org/b/id/8514960-L.jpg,https://openlibrary.org/works/OL19548249W,612,"Python (computer program language), Python (Computer program language)",No description available.,open_library_api
Game Development Using Python,Game Development Using Python,James R. Parker,0.0,0,https://covers.openlibrary.org/b/id/9212008-L.jpg,https://openlibrary.org/works/OL20569937W,500,"Computer games, Programming, Python (Computer program language)",No description available.,open_library_api
Estruturas de dados e algoritmos com JavaScript (Loiane Groner) (z-lib.org),Estruturas de dados e algoritmos com JavaScript (Loiane Groner) (z-lib.org),Loiane Groner,0.0,0,https://images.unsplash.com/photo-1543002588-bfa74002ed7e?q=80&w=300&auto=format&fit=crop,https://openlibrary.org/works/OL27976274W,410,Estruturas de Dados e Algoritmos com JavaScript,"Uma estrutura de dados é uma maneira particular de organizar dados em um computador com o intuito de usar os recursos de modo eficaz. As estruturas de dados e os algoritmos são a base de todas as soluções para qualquer problema de programação. Com este livro, você aprenderá a escrever códigos complexos e eficazes usando os recursos mais recentes da ES 2017.
O livro ""Estruturas de dados e algoritmos com JavaScript"" começa abordando o básico sobre JavaScript e apresenta a ECMAScript 2017, antes de passar gradualmente para as estruturas de dados mais importantes, como arrays, filas, pilhas e listas ligadas. Você adquirirá um conhecimento profundo sobre como as tabelas hash e as estruturas de dados para conjuntos funcionam, assim como de que modo as árvores e os mapas hash podem ser usados para buscar arquivos em um disco rígido ou para representar um banco de dados. Este livro serve como um caminho para você mergulhar mais fundo no JavaScript. Você também terá uma melhor compreensão de como e por que os grafos – uma das estruturas de dados mais complexas que há – são amplamente usados em sistemas de navegação por GPS e em redes sociais.",open_library_api
GitHub for Dummies,GitHub for Dummies,Sarah Guthals,0.0,0,https://covers.openlibrary.org/b/id/9171110-L.jpg,https://openlibrary.org/works/OL20520775W,368,"GitHub, Software development, Git, Computer software, development, Open source software","Once you've learned the basics of coding the next step is to start sharing your expertise, learning from other coding pros, or working as a collaborative member of development teams. GitHub is the go-to community for facilitating coding collaboration, and *GitHub for Dummies* is the next step on your journey as a developer. Written by a GitHub engineer, this book is packed with insight on how GitHub works and how you can use it to become a more effective, efficient, and valuable member of any collaborative programming team.",open_library_api
Software Craftsmanship,Software Craftsmanship,Pete McBreen,0.0,0,https://covers.openlibrary.org/b/id/136075-L.jpg,https://openlibrary.org/works/OL8021839W,198,"Development, Computer software, Computer software, development",No description available.,open_library_api
Advances in Computers,Advances in Computers,Atif Memon,0.0,0,https://covers.openlibrary.org/b/id/10215696-L.jpg,https://openlibrary.org/works/OL20887301W,282,"Graphical user interfaces (computer systems), System analysis, Electronic data processing, Computers, Mathematics",No description available.,open_library_api
Understanding ECMAScript 6: The Definitive Guide for JavaScript Developers,Understanding ECMAScript 6: The Definitive Guide for JavaScript Developers,Nicholas C. Zakas,0.0,0,https://covers.openlibrary.org/b/id/8512695-L.jpg,https://openlibrary.org/works/OL19546642W,352,"Internet programming, JavaScript (Computer program language), Javascript (computer program language)",No description available.,open_library_api
Head First Kotlin,Head First Kotlin,Dawn Griffiths,0.0,0,https://covers.openlibrary.org/b/id/8507773-L.jpg,https://openlibrary.org/works/OL19541997W,480,Javascript (computer program language),No description available.,open_library_api
Producing Open Source Software,Producing Open Source Software,Karl Fogel,0.0,0,https://covers.openlibrary.org/b/id/388989-L.jpg,https://openlibrary.org/works/OL8167441W,291,"Computer software, Development, Open source software, Computer software, development",No description available.,open_library_api
JavaScript Absolute Beginner's Guide,JavaScript Absolute Beginner's Guide,Kirupa Chinnathambi,0.0,0,https://covers.openlibrary.org/b/id/8509497-L.jpg,https://openlibrary.org/works/OL19543260W,440,"Web site development, JavaScript (Computer program language), Javascript (computer program language), COMPUTERS, Programming Languages",No description available.,open_library_api
Vue.js in Action,Vue.js in Action,Erik Hanchett,0.0,0,https://covers.openlibrary.org/b/id/8507951-L.jpg,https://openlibrary.org/works/OL19542163W,340,"Programming, Vue.js (Javascript framework), Web applications, Web site development, JavaScript (Computer program language)",No description available.,open_library_api
Learning JavaScript,Learning JavaScript,Ethan Brown,0.0,0,https://covers.openlibrary.org/b/id/7443810-L.jpg,https://openlibrary.org/works/OL2771689W,335,"jQuery, node, JavaScript (Computer program language), JavaScript libraries, ECMAScript",A tour of ECMAScript 6.,open_library_api
Software metrics,Software metrics,Norman E. Fenton,0.0,0,https://covers.openlibrary.org/b/id/4866680-L.jpg,https://openlibrary.org/works/OL2834101W,618,"Evaluation, Computer software, Software measurement, Software engineering, General",No description available.,open_library_api
"JavaScript, ¡inspírate!","JavaScript, ¡inspírate!",Ulises Gascón González,0.0,0,https://covers.openlibrary.org/b/id/8771605-L.jpg,https://openlibrary.org/works/OL20112262W,139,"Computer science, programming languages, JavaScript","Un libro de programación sencillo y divertido que nos muestra como programar en JavaScript, desde pseudocódigo hasta las peticiones AJAX.",open_library_api
Learning Patterns,Learning Patterns,Lydia Hallie,0.0,0,https://covers.openlibrary.org/b/id/12458319-L.jpg,https://openlibrary.org/works/OL26438149W,434,"JavaScript, Programming, Design patterns, Architecture, React",No description available.,open_library_api
Fundamentals of Software Engineering,Fundamentals of Software Engineering,Rajib Mall,0.0,0,https://covers.openlibrary.org/b/id/4884220-L.jpg,https://openlibrary.org/works/OL9081528W,410,"Software engineering, Génie logiciel",No description available.,open_library_api
Succeeding with agile,Succeeding with agile,Mike Cohn,0.0,0,https://covers.openlibrary.org/b/id/6307835-L.jpg,https://openlibrary.org/works/OL15326685W,475,"Agile software development, Scrum (Computer software development), Computer software, development, Scrum (computer software development)",No description available.,open_library_api
Computer science,Computer science,Behrouz A. Forouzan,0.0,0,https://covers.openlibrary.org/b/id/2378050-L.jpg,https://openlibrary.org/works/OL35529W,914,"Structured programming, C++ (Computer program language), C (Computer program language), C & Visual C, Computers - Languages / Programming","A Structured Programming Approach Using C continues to present both computer science theory and C-language syntax with a principle-before-implementation approach. Forouzan and Gilberg employ a clear organizational structure, supplemented by easy-to-follow figures, charts, and tables.",open_library_api
JavaScript - Comprehensive,JavaScript - Comprehensive,Gosselin,0.0,0,https://covers.openlibrary.org/b/id/395272-L.jpg,https://openlibrary.org/works/OL8220568W,720,"JavaScript, JavaScript (Computer program language)",No description available.,open_library_api
Java Script Introductory Concepts and Techniques,Java Script Introductory Concepts and Techniques,Gary B. Shelly,0.0,0,https://covers.openlibrary.org/b/id/12960894-L.jpg,https://openlibrary.org/works/OL758276W,208,"JavaScript (Computer program language), JavaScript (Langage de programmation)",No description available.,open_library_api
Head First Java Script Programming,Head First Java Script Programming,Eric Freeman,0.0,0,https://covers.openlibrary.org/b/id/12772880-L.jpg,https://openlibrary.org/works/OL17357760W,704,"JavaScript (Computer program language), Javascript (computer program language), Html (document markup language), Internet programming, Web site development",No description available.,open_library_api
The Book of JavaScript,The Book of JavaScript,Dave Thau,0.0,0,https://covers.openlibrary.org/b/id/933814-L.jpg,https://openlibrary.org/works/OL8904470W,447,"JavaScript (Computer program language), Java (computer program language), Javascript (computer program language)",No description available.,open_library_api
Android application development all-in-one for dummies,Android application development all-in-one for dummies,Barry Burd,0.0,0,https://covers.openlibrary.org/b/id/12525402-L.jpg,https://openlibrary.org/works/OL20011293W,760,"Development, Smartphones, Design, Application software, Mobile computing","Android is everywhere, and Burd shows you how to get your piece of the action. This all-in-one guide to creating great apps for this booming market takes you from groundwork through the essentials common to every app, to actually marketing your apps and learning advanced techniques involving C and C++.",open_library_api
Mastering JavaScript,Mastering JavaScript,Jamie Jaworski,0.0,0,https://covers.openlibrary.org/b/id/1462809-L.jpg,https://openlibrary.org/works/OL511484W,1085,"Internet, JavaScript (Computer program language), Netscape Communicator",No description available.,open_library_api
A Smarter Way to Learn JavaScript. The new tech-assisted approach that requires half the effort,A Smarter Way to Learn JavaScript. The new tech-assisted approach that requires half the effort,Mark Myers,0.0,0,https://covers.openlibrary.org/b/id/8513204-L.jpg,https://openlibrary.org/works/OL19547098W,254,"World Wide Web, Web site development, Web servers, JavaScript (Computer program language)",No description available.,open_library_api
"Beginning HTML, XHTML, CSS, and JavaScript","Beginning HTML, XHTML, CSS, and JavaScript",Jon Duckett,0.0,0,https://covers.openlibrary.org/b/id/6448175-L.jpg,https://openlibrary.org/works/OL15191421W,849,"Computer Technology, Nonfiction, Html (document markup language), Javascript (computer program language), Xhtml (document markup language)","An essential update to the key web authoring standards of HTML, XHTML, and CSSThe existence of Web pages depends on three vital technologies: HTML (base language that Web pages are written in), XHTML (standards that define how to write HTML pages), and CSS (standard that applies formatting styles to Web pages). This new edition provides you with critical coverage of these three Web authoring standards, and places special focus on the upcoming releases of HTML 5 and CSS 3.Serving as a tutorial and reference, this comprehensive resource explains the basic structure and necessary formatting to create a static (non-changing) and dynamic (changing) page on the Internet.Coverage includes:Creating Content with HTMLMarkup LanguagesHTML Values and UnitsWhat Goes into a Web Document?The HEAD ElementsText Structuring EssentialsCharacter Formatting EssentialsLists, Links, Tables, Frames, and FormsMultimediaDynamic HTMLHTML Tools and VariantsWeb Development SoftwarePublishing Your SiteAn Introduction To XMLCreating Mobile DocumentsTidying and Validating Your DocumentsControlling Presentation with CSSStyle DefinitionsCSS Values and UnitsCSS Inheritance and CascadeFont PropertiesText FormattingPadding, Margins, and BordersColors and BackgroundsCSS LayoutsPseudo-Elements and Generated ContentDynamic HTML with CSSMedia Styles and Defining Documents for PrintingThe Future of CSS: CSS3User Interface StylesTesting and Validating CSSHTML, XHTML, and CSS Tips and TricksHelpful examples round out this essential guide and will get you up and running with HTML, XHMTL, and CSS in no time!Note: CD-ROM/DVD and other supplementary materials are not included as part of eBook file.Note: CD-ROM/DVD and other supplementary materials are not included.",open_library_api
Head first JavaScript,Head first JavaScript,Michael Morrison,0.0,0,https://covers.openlibrary.org/b/id/8658000-L.jpg,https://openlibrary.org/works/OL16931728W,608,"Internet programming, Web sites, JavaScript (Computer language), Design, JavaScript (Computer program language)",Provides information on scripting Web applications with JavaScript.,open_library_api
Javascript The Complete Reference,Javascript The Complete Reference,Thomas Powell,0.0,0,https://covers.openlibrary.org/b/id/7690800-L.jpg,https://openlibrary.org/works/OL17494504W,410,JavaScript (Computer program language),No description available.,open_library_api
Threat modeling,Threat modeling,Adam Shostack,0.0,0,https://covers.openlibrary.org/b/id/10643659-L.jpg,https://openlibrary.org/works/OL19978521W,624,"Development, Computer networks, Security measures, Computer security, Computer software","""Adam Shostack is responsible for security development lifecycle threat modeling at Microsoft and is one of a handful of threat modeling experts in the world. Now, he is sharing his considerable expertise into this unique book. With pages of specific actionable advice, he details how to build better security into the design of systems, software, or services from the outset. You'll explore various threat modeling approaches, find out how to test your designs against threats, and learn effective ways to address threats that have been validated at Microsoft and other top companies.""--",open_library_api
JavaScript bible,JavaScript bible,Danny Goodman,0.0,0,https://covers.openlibrary.org/b/id/10724298-L.jpg,https://openlibrary.org/works/OL2040128W,1200,"Computer Technology, Handbooks, manuals, JavaScript (Computer program language), Nonfiction, Programming languages (Computers)","This new edition of the definitive guide to JavaScript has been revamped to cover the latest browsers, language updates, extensions, and JavaScript standards  Part tutorial and part reference, the book serves as a learning tool for building new JavaScript skills and a detailed reference for seasoned JavaScript developers  Danny Goodman's exclusive interactive workbench, The Evaluator, makes it easy to master JavaScript and DOM concepts  Offers deployment strategies that best suit the user's content goals and target audience  Bonus CD-ROM is packed with advanced content for the reader who wants to go an extra step    Note: CD-ROM/DVD and other supplementary materials are not included.",open_library_api
Professional NodeJs,Professional NodeJs,Pedro Teixeira,0.0,0,https://covers.openlibrary.org/b/id/7802711-L.jpg,https://openlibrary.org/works/OL17550544W,408,"Node.js, Internet programming, Javascript (computer program language), Scripting languages",No description available.,open_library_api
JavaScript Cookbook,JavaScript Cookbook,Shelley Powers,0.0,0,https://covers.openlibrary.org/b/id/8513323-L.jpg,https://openlibrary.org/works/OL16941971W,634,"JAVASCRIPT, JavaScript (Computer program language), Mathematics",Annotation,open_library_api
Engineering design graphics,Engineering design graphics,James H. Earle,0.0,0,https://covers.openlibrary.org/b/id/1142754-L.jpg,https://openlibrary.org/works/OL1875126W,754,"Engineering graphics, Engineering design, Dessin industriel, Me thodes graphiques, Méthodes graphiques",No description available.,open_library_api
Applied software architecture,Applied software architecture,Christine Hofmeister,0.0,0,https://covers.openlibrary.org/b/id/134384-L.jpg,https://openlibrary.org/works/OL19827381W,397,"Development, Software architecture, Computerarchitectuur, Programmatuurtechniek, Application software",No description available.,open_library_api
Managing the software process,Managing the software process,Watts S. Humphrey,0.0,0,https://covers.openlibrary.org/b/id/134238-L.jpg,https://openlibrary.org/works/OL3290293W,494,"Management, Software engineering, Computer software, Beheer, Ontwerpen",No description available.,open_library_api
"Data structures, algorithms, and software principles in C","Data structures, algorithms, and software principles in C",Thomas A. Standish,0.0,0,https://covers.openlibrary.org/b/id/135286-L.jpg,https://openlibrary.org/works/OL2681103W,748,"Computer algorithms, Software engineering, Data structures (Computer science), C (Computer program language)",No description available.,open_library_api
Foundations of software testing,Foundations of software testing,Aditya Mathur,0.0,0,https://covers.openlibrary.org/b/id/9895888-L.jpg,https://openlibrary.org/works/OL17942764W,689,"Testing, Computer software, Application software, development, Computer software, testing, Programming languages (electronic computers)","""This book presents sound engineering approaches for test generation, selection, minimization, assessment, and enhancement. Using numerous examples, it offers a lucid description of a wide range of simple to complex techniques for a variety of testing-related tasks""--Resource description page.",open_library_api
The Site Reliability Workbook,The Site Reliability Workbook,Niall Richard Murphy,0.0,0,https://covers.openlibrary.org/b/id/8508499-L.jpg,https://openlibrary.org/works/OL19542471W,500,"Systems engineering, Computer engineering, Reliability (Engineering), Management, Information technology",No description available.,open_library_api
Machinerys Handbook,Machinerys Handbook,Erik Oberg,0.0,0,https://covers.openlibrary.org/b/id/5444490-L.jpg,https://openlibrary.org/works/OL7707183W,2557,"Handbooks, manuals, Mechanical engineering, Technology: General Issues, Technology, Technology & Industrial Arts","Machinery's Handbook has been the most popular reference work in metalworking, design, engineering and manufacturing facilities, and in technical schools and colleges throughout the world for nearly 100 years. It is universally acknowledged as an extraordinarily authoritative, comprehensive, and practical tool, providing its users with the most fundamental and essential aspects of sophisticated manufacturing practice. The 29th edition of the ""bible of the metalworking industries"" contains major revisions of existing content, as well as new material on a variety of topics. It is the essential reference for mechanical, manufacturing, and industrial engineers, designers, draftsmen, toolmakers, machinists, engineering and technology students, and the serious home hobbyist. - Publisher.",open_library_api
Software Defined Radio,Software Defined Radio,Wally H. W. Tuttlebee,0.0,0,https://covers.openlibrary.org/b/id/299988-L.jpg,https://openlibrary.org/works/OL8208383W,384,"Software radio, Radio, transmitters and transmission, Cell phones, Computer science, Software engineering",No description available.,open_library_api
Algorithms unlocked,Algorithms unlocked,Thomas H. Cormen,0.0,0,https://covers.openlibrary.org/b/id/8126209-L.jpg,https://openlibrary.org/works/OL17832792W,231,"Computer algorithms, COMPUTERS / Programming / Open Source, COMPUTERS / Software Development & Engineering / Tools, COMPUTERS / Software Development & Engineering / General","""This book offers an engagingly written guide to the basics of computer algorithms. In Algorithms Unlocked, Thomas Cormen- coauthor of the leading college textbook on the subject- provides a general explanation, with limited mathematics, of how algorithms enable computers to solve problems. Readers will learn what computer algorithms are, how to describe them, and how to evaluate them. They will discover simples ways to search for information in a computer; methods for rearranging information in a computer into a prescribed order (""sorting""); how to solve basic problems that can be modeled in a computer with a mathematical structure called a ""graph"" (useful for modeling road networks, dependencies among tasks, and financial relationships); how to solve problems that ask questions about strings of characters such as DNA structures; the basic principles behind cryptography; the fundamentals of data compression; and even that there are some problems that no one has figured out how to solve on a computer in a reasonable amount of time."" -- Back cover.",open_library_api
Software Systems Architecture,Software Systems Architecture,Nick Rozanski,0.0,0,https://covers.openlibrary.org/b/id/192351-L.jpg,https://openlibrary.org/works/OL19902806W,576,"Computer software, Development, Computer architecture, Computer software, development, Software engineering",Annotation,open_library_api
A concise introduction to software engineering,A concise introduction to software engineering,Pankaj Jalote,0.0,0,https://covers.openlibrary.org/b/id/8631993-L.jpg,https://openlibrary.org/works/OL8021123W,272,Software engineering,No description available.,open_library_api
Professional issues in software engineering,Professional issues in software engineering,Frank Bott,0.0,0,https://covers.openlibrary.org/b/id/8710460-L.jpg,https://openlibrary.org/works/OL19125927W,384,"Software engineering, Software Development & Engineering, COMPUTERS, Project Management, Computer software",No description available.,open_library_api
"Wicked problems, righteous solutions","Wicked problems, righteous solutions",Peter DeGrace,0.0,0,https://covers.openlibrary.org/b/id/91050-L.jpg,https://openlibrary.org/works/OL4316576W,272,"Software engineering, Computers &amp; the internet, Computer architecture",No description available.,open_library_api
Software Requirements (3rd Edition) (Developer Best Practices),Software Requirements (3rd Edition) (Developer Best Practices),Karl Eugene Wiegers,0.0,0,https://covers.openlibrary.org/b/id/8514780-L.jpg,https://openlibrary.org/works/OL19548122W,672,"Computer software, development, Computer software, Development, Softwareentwicklung, Requirements engineering",No description available.,open_library_api
Requirements engineering for software and systems,Requirements engineering for software and systems,Phillip A. Laplante,0.0,0,https://covers.openlibrary.org/b/id/11024265-L.jpg,https://openlibrary.org/works/OL3285950W,283,"Requirements engineering, Software engineering, System design, Programming - Software Development, Computers / Programming / Software Development","""Solid requirements engineering has increasingly been recognized as the key to improved, on-time and on-budget delivery of software and systems projects. This book provides practical teaching for graduate and professional systems and software engineers. It uses extensive case studies and exercises to help students grasp concepts and techniques. With a focus on software-intensive systems, this text provides a probing and comprehensive review of recent developments in intelligent systems, soft computing techniques, and their diverse applications in manufacturing. The second edition contains 100% revised content and approximately 30% new material""--",open_library_api
Agile management for software engineering,Agile management for software engineering,David J Anderson,0.0,0,https://covers.openlibrary.org/b/id/87123-L.jpg,https://openlibrary.org/works/OL10429145W,336,"Agile software development, Management, Software engineering, Computer programming, Computer software",No description available.,open_library_api
Essentials of Software Engineering,Essentials of Software Engineering,Frank Tsui,0.0,0,https://covers.openlibrary.org/b/id/8514309-L.jpg,https://openlibrary.org/works/OL19547794W,331,Software engineering,No description available.,open_library_api
The Software Craftsman,The Software Craftsman,Sandro Mancuso,0.0,0,https://covers.openlibrary.org/b/id/8981417-L.jpg,https://openlibrary.org/works/OL20319920W,288,"Computer software, development, Computer software, Development, Software architecture, Quality of products",No description available.,open_library_api
Practical DevOps,Practical DevOps,Joakim Verona,0.0,0,https://covers.openlibrary.org/b/id/12633159-L.jpg,https://openlibrary.org/works/OL27301695W,217,"Computer software, Development, COMPUTERS / Software Development & Engineering / General, Computer software, development",No description available.,open_library_api
Fundamentals of Computing,Fundamentals of Computing,Kamaljeet Sanghera,0.0,0,https://covers.openlibrary.org/b/id/2599874-L.jpg,https://openlibrary.org/works/OL9494537W,696,"Education, data processing, Electronic data processing, Computers, Computer science, Software engineering",No description available.,open_library_api
AntiPatterns,AntiPatterns,William J. Brown,0.0,0,https://covers.openlibrary.org/b/id/301919-L.jpg,https://openlibrary.org/works/OL18020823W,336,"Development, Software refactoring, Antipatterns (Software engineering), Reliability, Fehler",No description available.,open_library_api
Software Technologies,Software Technologies,Andreas Holzinger,0.0,0,https://covers.openlibrary.org/b/id/9413903-L.jpg,https://openlibrary.org/works/OL20728939W,347,"Computer software, Software engineering, Computer software, development, Computer science, Computer simulation",No description available.,open_library_api
Software engineering economics,Software engineering economics,Barry W. Boehm,0.0,0,https://covers.openlibrary.org/b/id/92137-L.jpg,https://openlibrary.org/works/OL6034830W,767,"Economic aspects, Economic aspects of Software engineering, Software engineering, Computer programs, design, Computer programming",No description available.,open_library_api
Professional JavaScript for Web developers,Professional JavaScript for Web developers,Nicholas C. Zakas,0.0,0,https://covers.openlibrary.org/b/id/10724347-L.jpg,https://openlibrary.org/works/OL5841457W,744,"Web site development, JavaScript (Computer program language), Computer Technology, Nonfiction, JavaScript","Professional JavaScript for Web Developers, 2nd Edition, provides a developer-level introduction along with the more advanced and useful features of JavaScript.   Starting at the beginning, the book explores how JavaScript originated and evolved into what it is today. A detailed discussion of the components that make up a JavaScript implementation follows, with specific focus on standards such as ECMAScript and the Document Object Model (DOM). The differences in JavaScript implementations used in different popular web browsers are also discussed.   Building on that base, the book moves on to cover basic concepts of JavaScript including its version of object-oriented programming, inheritance, and its use in various markup languages such as HTML. An in-depth examination of events and event handling is followed by an exploration of browser detection techniques and a guide to using regular expressions in JavaScript. The book then takes all this knowledge and applies it to creating dynamic user interfaces.   The last part of the book is focused on advanced topics, including performance/memory optimization, best practices, and a look at where JavaScript is going in the future.   This book is aimed at three groups of readers:      Experienced developers familiar with object-oriented programming who are looking to learn JavaScript as it relates to traditional OO languages such as Java and C++    Web application developers attempting to enhance the usability of their web sites and web applications    Novice JavaScript developers aiming to better understand the language     In addition, familiarity with the following related technologies is a strong indicator that this book is for you:      Java    PHP    ASP.NET    HTML    CSS    XML     This book is not aimed at beginners who lack a basic computer science background or those looking to add some simple user interactions to web sites. These readers should instead refer to Wrox's Beginning JavaScript, 3rd Edition (Wiley, 2007).   This book covers:      What Is JavaScript?--Explains the origins of JavaScript: where it came from, how it evolved, and what it is today. Concepts introduced include the relationship between JavaScript and ECMAScript, the Document Object Model (DOM), and the Browser Object Model (BOM). A discussion of the relevant standards from the European Computer Manufacturer's Association (ECMA) and the World Wide Web Consortium (W3C) is also included.    JavaScript in HTML--Examines how JavaScript is used in conjunction with HTML to create dynamic web pages. Introduces the various ways of embedding JavaScript into a page, including a discussion surrounding the JavaScript content-type and its relationship to the element.    Language Basics--Introduces basic language concepts, including syntax and flow control statements. Explains the syntactic similarities of JavaScript and other C-based languages and points out the differences. Type coercion is introduced as it relates to built-in operators.    Variables, Scope, and Memory--Explores how variables are handled in JavaScript given their loosely typed nature. A discussion about the differences between primitive and reference values is included, as is information about execution context as it relates to varia...",open_library_api
You Don't Know JS Yet,You Don't Know JS Yet,Kyle Simpson,0.0,0,https://covers.openlibrary.org/b/id/12539693-L.jpg,https://openlibrary.org/works/OL27032590W,410,"JavaScript, programming, coding language",No description available.,open_library_api
Next.js Quick Start Guide: Server-side rendering done right,Next.js Quick Start Guide: Server-side rendering done right,Kirill Konshin,0.0,0,https://covers.openlibrary.org/b/id/8511342-L.jpg,https://openlibrary.org/works/OL19545090W,164,"Javascript (computer program language), Application software, development",No description available.,open_library_api
Engineering Software Products,Engineering Software Products,Ian Sommerville,0.0,0,https://covers.openlibrary.org/b/id/10171296-L.jpg,https://openlibrary.org/works/OL20857243W,432,"Software engineering, Computer software, development",No description available.,open_library_api
Cyber Security,Cyber Security,Martti Lehto,0.0,0,https://covers.openlibrary.org/b/id/9370452-L.jpg,https://openlibrary.org/works/OL20695253W,296,"Computer networks, security measures, Computer security, Military art and science, Cyber intelligence (Computer security), Computer networks",No description available.,open_library_api
Python Algorithms,Python Algorithms,Magnus Lie Hetland,0.0,0,https://covers.openlibrary.org/b/id/8712014-L.jpg,https://openlibrary.org/works/OL16127158W,326,"Computer algorithms, Python (Computer program language), Python (computer program language)",No description available.,open_library_api
Encyclopedia of Computer Science and Technology,Encyclopedia of Computer Science and Technology,Allen Kent,0.0,0,https://covers.openlibrary.org/b/id/1564172-L.jpg,https://openlibrary.org/works/OL25141530W,500,Computer science,No description available.,open_library_api
